shipment_sk,shipment_id,order_id,customer_sk,channel_sk,store_sk,billing_address_sk,shipping_address_sk,order_date_sk,shipped_at_sk,delivered_at_sk,carrier,tracking_number,status,shipping_fee
223,9000000222,1000000222,569,2,2,2,2,702061,702061,703501,PICKUP,-1,DELIVERED,0.0
224,9000000223,1000000223,157,2,1,1,1,868325,868325,869765,PICKUP,-1,SHIPPED,0.0
225,9000000224,1000000224,649,1,-1,-1,311,995828,997268,1000148,Correo Argentino,TRK-E3PPMBLC09,DELIVERED,1200.0
226,9000000225,1000000225,1230,1,-1,-1,1403,1191477,1192917,1198677,Correo Argentino,TRK-JVVF010AIA,DELIVERED,0.0
227,9000000226,1000000226,197,1,-1,-1,2867,637633,639073,646273,Correo Argentino,TRK-JJUIDCE74A,DELIVERED,1200.0
228,9000000227,1000000227,731,1,-1,-1,2594,639355,640795,643675,Correo Argentino,TRK-GSHXM42YVK,DELIVERED,1200.0
229,9000000228,1000000228,506,1,-1,-1,2647,1002486,1003926,1009686,Correo Argentino,TRK-INJV5S1HHW,DELIVERED,900.0
230,9000000229,1000000229,751,2,2,2,2,1023235,-1,-1,PICKUP,-1,CANCELLED,0.0
231,9000000230,1000000230,485,1,-1,-1,1341,876237,877677,884877,Correo Argentino,TRK-9MRQVD7X1J,DELIVERED,900.0
232,9000000231,1000000231,823,1,-1,-1,57,582753,584193,587073,Correo Argentino,TRK-YP7VNSGOLC,SHIPPED,900.0
233,9000000232,1000000232,680,1,-1,-1,1497,954575,956015,961775,Correo Argentino,TRK-DZYUMNQIZK,SHIPPED,1200.0
234,9000000233,1000000233,417,1,-1,-1,2093,818455,819895,822775,Correo Argentino,TRK-BP8B1VFO0G,DELIVERED,900.0
235,9000000234,1000000234,677,1,-1,-1,2205,1092925,1094365,1101565,Correo Argentino,TRK-4Z78IY664L,DELIVERED,1200.0
236,9000000235,1000000235,1327,2,2,2,2,749421,-1,-1,PICKUP,-1,CANCELLED,0.0
237,9000000236,1000000236,593,2,1,1,1,884598,884598,886038,PICKUP,-1,DELIVERED,0.0
238,9000000237,1000000237,606,2,1,1,1,811864,811864,813304,PICKUP,-1,DELIVERED,0.0
239,9000000238,1000000238,137,2,2,2,2,995428,995428,996868,PICKUP,-1,SHIPPED,0.0
240,9000000239,1000000239,487,1,-1,-1,1637,425129,426569,433769,Correo Argentino,TRK-6QXN6I8BLI,DELIVERED,900.0
241,9000000240,1000000240,909,1,-1,-1,2066,775770,777210,784410,Correo Argentino,TRK-X7LOFOLANG,DELIVERED,900.0
242,9000000241,1000000241,179,2,1,1,1,762393,762393,763833,PICKUP,-1,DELIVERED,0.0
243,9000000242,1000000242,183,1,-1,-1,2017,1206531,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
244,9000000243,1000000243,536,1,-1,-1,827,1107941,1109381,1115141,Correo Argentino,TRK-36SR7I0SAS,DELIVERED,0.0
245,9000000244,1000000244,1341,2,1,1,1,721564,721564,723004,PICKUP,-1,DELIVERED,0.0
246,9000000245,1000000245,378,2,1,1,1,1062772,1062772,1064212,PICKUP,-1,DELIVERED,0.0
247,9000000246,1000000246,548,1,-1,-1,537,1267994,-1,-1,Correo Argentino,-1,CANCELLED,0.0
248,9000000247,1000000247,757,1,-1,-1,3131,836807,838247,845447,Correo Argentino,TRK-F075G514A9,DELIVERED,900.0
249,9000000248,1000000248,522,2,4,4,4,784029,784029,785469,PICKUP,-1,DELIVERED,0.0
250,9000000249,1000000249,1384,2,3,3,3,510236,510236,511676,PICKUP,-1,DELIVERED,0.0
251,9000000250,1000000250,473,1,-1,-1,843,733594,735034,740794,Correo Argentino,TRK-PUN6EN1KQ1,DELIVERED,1500.0
252,9000000251,1000000251,1316,2,3,3,3,459596,459596,461036,PICKUP,-1,DELIVERED,0.0
253,9000000252,1000000252,1356,2,1,1,1,441690,441690,443130,PICKUP,-1,DELIVERED,0.0
254,9000000253,1000000253,266,1,-1,-1,1464,1041746,1043186,1050386,Correo Argentino,TRK-TSK3A0YQ6W,DELIVERED,0.0
255,9000000254,1000000254,1359,2,2,2,2,764968,764968,766408,PICKUP,-1,DELIVERED,0.0
256,9000000255,1000000255,843,1,-1,-1,2933,676949,678389,684149,Correo Argentino,TRK-8BWQRUEYS2,DELIVERED,900.0
257,9000000256,1000000256,599,1,-1,-1,105,747713,749153,754913,Correo Argentino,TRK-RVD511UODZ,DELIVERED,1200.0
258,9000000257,1000000257,1048,2,1,1,1,1095248,1095248,1096688,PICKUP,-1,DELIVERED,0.0
259,9000000258,1000000258,319,1,-1,-1,3048,872613,874053,876933,Correo Argentino,TRK-KXPDA6C6W5,DELIVERED,900.0
260,9000000259,1000000259,846,1,-1,-1,975,1234709,1236149,1240469,Correo Argentino,TRK-20HMH74UZ5,DELIVERED,1500.0
261,9000000260,1000000260,1491,1,-1,-1,2539,851072,852512,856832,Correo Argentino,TRK-XYI1O46MZJ,DELIVERED,1200.0
262,9000000261,1000000261,79,1,-1,-1,1366,1205143,1206583,1209463,Correo Argentino,TRK-D0N515YRWY,DELIVERED,0.0
263,9000000262,1000000262,748,1,-1,-1,3055,817659,819099,826299,Correo Argentino,TRK-97AXUHZD9O,DELIVERED,900.0
264,9000000263,1000000263,537,1,-1,-1,3146,879566,881006,885326,Correo Argentino,TRK-FYNETUY56H,SHIPPED,900.0
265,9000000264,1000000264,303,2,2,2,2,1211547,1211547,1212987,PICKUP,-1,SHIPPED,0.0
266,9000000265,1000000265,1065,1,-1,-1,1757,521569,523009,530209,Correo Argentino,TRK-2JRCHT1TPG,DELIVERED,900.0
267,9000000266,1000000266,606,1,-1,-1,1858,1061917,1063357,1066237,Correo Argentino,TRK-VA6AR1AR6U,DELIVERED,900.0
268,9000000267,1000000267,553,1,-1,-1,1632,437844,439284,445044,Correo Argentino,TRK-QI2WJJ807C,DELIVERED,1200.0
269,9000000268,1000000268,656,1,-1,-1,361,984169,-1,-1,Correo Argentino,-1,CANCELLED,0.0
270,9000000269,1000000269,786,1,-1,-1,1402,765733,-1,-1,Correo Argentino,-1,CANCELLED,0.0
271,9000000270,1000000270,663,2,1,1,1,419614,419614,421054,PICKUP,-1,DELIVERED,0.0
272,9000000271,1000000271,833,1,-1,-1,1297,414680,416120,423320,Correo Argentino,TRK-9Q7IVQHXSI,DELIVERED,1200.0
273,9000000272,1000000272,844,1,-1,-1,1061,783215,784655,791855,Correo Argentino,TRK-WZYFMQFKIL,DELIVERED,1200.0
274,9000000273,1000000273,720,1,-1,-1,353,440500,441940,444820,Correo Argentino,TRK-N0MWFS58BQ,DELIVERED,900.0
275,9000000274,1000000274,169,2,1,1,1,743375,743375,744815,PICKUP,-1,DELIVERED,0.0
276,9000000275,1000000275,969,1,-1,-1,1858,601880,603320,609080,Correo Argentino,TRK-UQI62K3L0W,DELIVERED,1200.0
277,9000000276,1000000276,268,2,4,4,4,1089812,1089812,1091252,PICKUP,-1,SHIPPED,0.0
278,9000000277,1000000277,122,2,1,1,1,766469,766469,767909,PICKUP,-1,DELIVERED,0.0
279,9000000278,1000000278,617,1,-1,-1,2841,970197,971637,978837,Correo Argentino,TRK-KFFN16DB0I,DELIVERED,1500.0
280,9000000279,1000000279,608,1,-1,-1,2268,1206400,-1,-1,Correo Argentino,-1,CANCELLED,900.0
281,9000000280,1000000280,732,2,1,1,1,643438,643438,644878,PICKUP,-1,DELIVERED,0.0
282,9000000281,1000000281,211,1,-1,-1,2122,980213,981653,987413,Correo Argentino,TRK-72W7RNTWXW,DELIVERED,900.0
283,9000000282,1000000282,475,1,-1,-1,1567,874289,875729,880049,Correo Argentino,TRK-V20K9JX42E,DELIVERED,900.0
284,9000000283,1000000283,949,1,-1,-1,2712,1169620,1171060,1176820,Correo Argentino,TRK-AGYGGFMNUF,DELIVERED,1200.0
285,9000000284,1000000284,426,2,2,2,2,451545,451545,452985,PICKUP,-1,DELIVERED,0.0
286,9000000285,1000000285,386,1,-1,-1,1443,790453,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
287,9000000286,1000000286,500,1,-1,-1,2067,629578,631018,635338,Correo Argentino,TRK-2HRWR931OS,DELIVERED,1500.0
288,9000000287,1000000287,677,2,1,1,1,1120912,1120912,1122352,PICKUP,-1,SHIPPED,0.0
289,9000000288,1000000288,33,2,1,1,1,925564,925564,927004,PICKUP,-1,SHIPPED,0.0
290,9000000289,1000000289,194,1,-1,-1,3137,961453,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
291,9000000290,1000000290,78,1,-1,-1,2789,797037,798477,804237,Correo Argentino,TRK-OZ5CUWXG8T,DELIVERED,1500.0
292,9000000291,1000000291,102,1,-1,-1,1996,771302,772742,781382,Correo Argentino,TRK-40OOBAGXKK,SHIPPED,0.0
293,9000000292,1000000292,1072,2,4,4,4,1050399,1050399,1051839,PICKUP,-1,SHIPPED,0.0
294,9000000293,1000000293,754,1,-1,-1,1359,1214988,1216428,1222188,Correo Argentino,TRK-TTMA008WBG,SHIPPED,900.0
295,9000000294,1000000294,195,1,-1,-1,1152,514768,-1,-1,Correo Argentino,-1,CANCELLED,900.0
296,9000000295,1000000295,862,2,4,4,4,1002287,1002287,1003727,PICKUP,-1,DELIVERED,0.0
297,9000000296,1000000296,240,2,2,2,2,611285,611285,612725,PICKUP,-1,SHIPPED,0.0
298,9000000297,1000000297,682,2,1,1,1,1199586,1199586,1201026,PICKUP,-1,DELIVERED,0.0
299,9000000298,1000000298,849,2,1,1,1,796672,796672,798112,PICKUP,-1,DELIVERED,0.0
300,9000000299,1000000299,807,2,3,3,3,535353,535353,536793,PICKUP,-1,DELIVERED,0.0
301,9000000300,1000000300,901,1,-1,-1,1279,818613,820053,822933,Correo Argentino,TRK-H5EYQT4XS3,DELIVERED,1200.0
302,9000000301,1000000301,61,1,-1,-1,371,534367,535807,543007,Correo Argentino,TRK-KX9CE5R5X7,SHIPPED,0.0
303,9000000302,1000000302,1082,1,-1,-1,1272,1194898,-1,-1,Correo Argentino,-1,CANCELLED,900.0
304,9000000303,1000000303,1286,2,3,3,3,462184,462184,463624,PICKUP,-1,SHIPPED,0.0
305,9000000304,1000000304,1416,1,-1,-1,1942,460318,461758,467518,Correo Argentino,TRK-WR4IJI934Q,DELIVERED,1200.0
306,9000000305,1000000305,979,1,-1,-1,2689,1027224,1028664,1034424,Correo Argentino,TRK-GA0XMVRUST,DELIVERED,1200.0
307,9000000306,1000000306,800,1,-1,-1,969,524285,525725,530045,Correo Argentino,TRK-83QUV5F3FI,DELIVERED,0.0
308,9000000307,1000000307,800,1,-1,-1,3193,721143,722583,729783,Correo Argentino,TRK-5G2YLFVGPI,DELIVERED,1500.0
309,9000000308,1000000308,757,1,-1,-1,1366,477996,479436,483756,Correo Argentino,TRK-OYGHVQIZD8,SHIPPED,1500.0
310,9000000309,1000000309,1194,2,1,1,1,495585,-1,-1,PICKUP,-1,CANCELLED,0.0
311,9000000310,1000000310,673,1,-1,-1,1712,884553,885993,888873,Correo Argentino,TRK-71ZKV4IASM,DELIVERED,1500.0
312,9000000311,1000000311,1266,2,2,2,2,889364,889364,890804,PICKUP,-1,SHIPPED,0.0
313,9000000312,1000000312,7,2,2,2,2,957130,957130,958570,PICKUP,-1,DELIVERED,0.0
314,9000000313,1000000313,1040,2,3,3,3,1079826,1079826,1081266,PICKUP,-1,DELIVERED,0.0
315,9000000314,1000000314,873,1,-1,-1,2430,767867,769307,773627,Correo Argentino,TRK-R04JCRW9A8,DELIVERED,1200.0
316,9000000315,1000000315,1336,1,-1,-1,2185,1058590,1060030,1064350,Correo Argentino,TRK-UVM6N6PWE3,DELIVERED,900.0
317,9000000316,1000000316,708,2,1,1,1,1047823,1047823,1049263,PICKUP,-1,DELIVERED,0.0
318,9000000317,1000000317,380,1,-1,-1,742,682108,683548,689308,Correo Argentino,TRK-5C5MWBWACJ,DELIVERED,1500.0
319,9000000318,1000000318,634,2,4,4,4,754727,754727,756167,PICKUP,-1,SHIPPED,0.0
320,9000000319,1000000319,578,1,-1,-1,2483,511590,513030,515910,Correo Argentino,TRK-MA57CRCPJ8,DELIVERED,1200.0
321,9000000320,1000000320,1479,1,-1,-1,517,1209826,1211266,1217026,Correo Argentino,TRK-DXIS15425W,DELIVERED,1200.0
322,9000000321,1000000321,1399,1,-1,-1,3181,1187053,1188493,1192813,Correo Argentino,TRK-XK02RA81RX,DELIVERED,1200.0
323,9000000322,1000000322,522,2,4,4,4,820395,820395,821835,PICKUP,-1,DELIVERED,0.0
324,9000000323,1000000323,247,2,1,1,1,1010834,1010834,1012274,PICKUP,-1,DELIVERED,0.0
325,9000000324,1000000324,96,2,4,4,4,895193,895193,896633,PICKUP,-1,DELIVERED,0.0
326,9000000325,1000000325,798,2,2,2,2,766865,766865,768305,PICKUP,-1,DELIVERED,0.0
327,9000000326,1000000326,21,1,-1,-1,2820,594187,595627,602827,Correo Argentino,TRK-P5JG6V39HM,DELIVERED,0.0
328,9000000327,1000000327,1236,1,-1,-1,1160,891848,893288,897608,Correo Argentino,TRK-MDVMWTRSHR,DELIVERED,1200.0
329,9000000328,1000000328,130,1,-1,-1,2634,938757,940197,945957,Correo Argentino,TRK-PJI9TT96J6,DELIVERED,1200.0
330,9000000329,1000000329,169,1,-1,-1,1195,460050,461490,465810,Correo Argentino,TRK-TKIZIWWL0A,DELIVERED,1200.0
331,9000000330,1000000330,973,2,2,2,2,854498,854498,855938,PICKUP,-1,DELIVERED,0.0
332,9000000331,1000000331,1449,1,-1,-1,1764,868831,870271,874591,Correo Argentino,TRK-4K0RCSFKJZ,DELIVERED,900.0
333,9000000332,1000000332,210,1,-1,-1,2680,1253931,1255371,1259691,Correo Argentino,TRK-8DHCBZCXQU,SHIPPED,1200.0
334,9000000333,1000000333,737,1,-1,-1,2292,857248,-1,-1,Correo Argentino,-1,CANCELLED,900.0
335,9000000334,1000000334,1350,1,-1,-1,1059,1061491,1062931,1068691,Correo Argentino,TRK-ITBJQCU49B,SHIPPED,1500.0
336,9000000335,1000000335,170,1,-1,-1,1428,411623,413063,418823,Correo Argentino,TRK-OJCVJ0S121,DELIVERED,1200.0
337,9000000336,1000000336,217,1,-1,-1,1796,641204,642644,648404,Correo Argentino,TRK-0W710RWTCM,DELIVERED,1500.0
338,9000000337,1000000337,254,1,-1,-1,2438,720117,721557,724437,Correo Argentino,TRK-PCJPUF7VXQ,DELIVERED,1500.0
339,9000000338,1000000338,1400,1,-1,-1,1653,469987,471427,474307,Correo Argentino,TRK-PRYVF3TIVE,DELIVERED,900.0
340,9000000339,1000000339,1213,1,-1,-1,2202,1063137,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
341,9000000340,1000000340,1410,1,-1,-1,3049,666409,667849,670729,Correo Argentino,TRK-4TFRX245GB,DELIVERED,1200.0
342,9000000341,1000000341,128,2,2,2,2,864706,864706,866146,PICKUP,-1,DELIVERED,0.0
343,9000000342,1000000342,499,1,-1,-1,601,755169,756609,762369,Correo Argentino,TRK-3TH5619XPL,DELIVERED,900.0
344,9000000343,1000000343,494,1,-1,-1,2683,674024,675464,678344,Correo Argentino,TRK-W803CQEXUF,DELIVERED,1200.0
345,9000000344,1000000344,755,1,-1,-1,2503,646833,648273,651153,Correo Argentino,TRK-PMIAY8MLNC,SHIPPED,1500.0
346,9000000345,1000000345,518,1,-1,-1,2592,528403,529843,532723,Correo Argentino,TRK-90NLU6H2FO,DELIVERED,0.0
347,9000000346,1000000346,1171,2,4,4,4,981113,981113,982553,PICKUP,-1,SHIPPED,0.0
348,9000000347,1000000347,1261,1,-1,-1,1440,685076,686516,689396,Correo Argentino,TRK-N1V96NIX9T,DELIVERED,900.0
349,9000000348,1000000348,468,2,4,4,4,812330,812330,813770,PICKUP,-1,DELIVERED,0.0
350,9000000349,1000000349,503,1,-1,-1,2651,699904,701344,705664,Correo Argentino,TRK-H5BQD2UGQB,DELIVERED,1200.0
351,9000000350,1000000350,1073,2,3,3,3,463838,463838,465278,PICKUP,-1,DELIVERED,0.0
352,9000000351,1000000351,997,2,1,1,1,531343,531343,532783,PICKUP,-1,DELIVERED,0.0
353,9000000352,1000000352,435,1,-1,-1,2445,946907,948347,955547,Correo Argentino,TRK-CDC9YPP0KL,DELIVERED,900.0
354,9000000353,1000000353,1401,2,4,4,4,1063499,1063499,1064939,PICKUP,-1,DELIVERED,0.0
355,9000000354,1000000354,202,1,-1,-1,1194,1064830,1066270,1073470,Correo Argentino,TRK-OET37PJ6JA,DELIVERED,1200.0
356,9000000355,1000000355,920,1,-1,-1,173,847413,848853,856053,Correo Argentino,TRK-WBXD9JIFZ7,DELIVERED,1200.0
357,9000000356,1000000356,1101,1,-1,-1,1472,1103211,1104651,1108971,Correo Argentino,TRK-R7Z3UORWAO,DELIVERED,0.0
358,9000000357,1000000357,305,1,-1,-1,1215,439090,440530,446290,Correo Argentino,TRK-4E0RK1Y2AX,DELIVERED,0.0
359,9000000358,1000000358,268,1,-1,-1,2817,1151489,1152929,1155809,Correo Argentino,TRK-3DYJXM8OG9,DELIVERED,0.0
360,9000000359,1000000359,636,2,3,3,3,627051,627051,628491,PICKUP,-1,DELIVERED,0.0
361,9000000360,1000000360,736,2,4,4,4,736844,736844,738284,PICKUP,-1,DELIVERED,0.0
362,9000000361,1000000361,938,1,-1,-1,227,906457,907897,912217,Correo Argentino,TRK-XKUAQ6XCBU,DELIVERED,1200.0
363,9000000362,1000000362,356,1,-1,-1,2341,678913,680353,686113,Correo Argentino,TRK-130IYMN8X9,SHIPPED,0.0
364,9000000363,1000000363,544,1,-1,-1,406,581614,583054,587374,Correo Argentino,TRK-CDCOWDXCJ1,DELIVERED,0.0
365,9000000364,1000000364,952,2,2,2,2,1210916,1210916,1212356,PICKUP,-1,SHIPPED,0.0
366,9000000365,1000000365,1016,1,-1,-1,398,1212906,1214346,1220106,Correo Argentino,TRK-QZUSOFVD2M,DELIVERED,900.0
367,9000000366,1000000366,1183,1,-1,-1,449,1162021,1163461,1170661,Correo Argentino,TRK-04NWF222GT,DELIVERED,1500.0
368,9000000367,1000000367,1154,1,-1,-1,1665,1035975,1037415,1041735,Correo Argentino,TRK-0QU3G58K4N,DELIVERED,900.0
369,9000000368,1000000368,1056,1,-1,-1,2061,794849,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
370,9000000369,1000000369,666,2,1,1,1,849935,849935,851375,PICKUP,-1,DELIVERED,0.0
371,9000000370,1000000370,1010,2,2,2,2,1210581,1210581,1212021,PICKUP,-1,DELIVERED,0.0
372,9000000371,1000000371,977,1,-1,-1,669,373986,375426,381186,Correo Argentino,TRK-QPX17NQGFX,DELIVERED,1200.0
373,9000000372,1000000372,172,1,-1,-1,1165,689307,690747,693627,Correo Argentino,TRK-L15FV8ZC6P,SHIPPED,900.0
374,9000000373,1000000373,1179,1,-1,-1,962,422605,424045,426925,Correo Argentino,TRK-V9OB7NBQW3,SHIPPED,900.0
375,9000000374,1000000374,1048,2,2,2,2,1029578,1029578,1031018,PICKUP,-1,DELIVERED,0.0
376,9000000375,1000000375,480,1,-1,-1,2572,1131291,1132731,1135611,Correo Argentino,TRK-JT6GK3LV32,DELIVERED,900.0
377,9000000376,1000000376,164,2,2,2,2,855424,855424,856864,PICKUP,-1,DELIVERED,0.0
378,9000000377,1000000377,902,2,1,1,1,661242,661242,662682,PICKUP,-1,DELIVERED,0.0
379,9000000378,1000000378,1096,1,-1,-1,442,1235960,1237400,1244600,Correo Argentino,TRK-B8MS9TKYJX,DELIVERED,1200.0
380,9000000379,1000000379,1208,1,-1,-1,2804,1118026,1119466,1128106,Correo Argentino,TRK-V457GNVBA4,DELIVERED,900.0
381,9000000380,1000000380,538,2,2,2,2,590200,590200,591640,PICKUP,-1,DELIVERED,0.0
382,9000000381,1000000381,695,1,-1,-1,1403,1077525,1078965,1084725,Correo Argentino,TRK-ZDHM025LPT,DELIVERED,1500.0
383,9000000382,1000000382,766,1,-1,-1,1821,601876,603316,610516,Correo Argentino,TRK-5FX580NSNT,DELIVERED,1500.0
384,9000000383,1000000383,295,2,2,2,2,820398,820398,821838,PICKUP,-1,DELIVERED,0.0
385,9000000384,1000000384,864,1,-1,-1,705,1108497,1109937,1115697,Correo Argentino,TRK-Q041R1JKEW,SHIPPED,0.0
386,9000000385,1000000385,314,2,2,2,2,541860,541860,543300,PICKUP,-1,DELIVERED,0.0
387,9000000386,1000000386,299,2,1,1,1,779091,779091,780531,PICKUP,-1,DELIVERED,0.0
388,9000000387,1000000387,786,1,-1,-1,1285,1002941,1004381,1011581,Correo Argentino,TRK-SSMUSJ1H3E,DELIVERED,1200.0
389,9000000388,1000000388,356,1,-1,-1,3017,574712,576152,579032,Correo Argentino,TRK-U8CS0KFD86,DELIVERED,1200.0
390,9000000389,1000000389,792,1,-1,-1,2065,531186,532626,539826,Correo Argentino,TRK-H4EM5GOTUA,SHIPPED,0.0
391,9000000390,1000000390,88,1,-1,-1,1077,461141,462581,468341,Correo Argentino,TRK-NN5IO7R6FW,DELIVERED,900.0
392,9000000391,1000000391,1426,1,-1,-1,1346,407120,408560,411440,Correo Argentino,TRK-38DHEVPB5V,DELIVERED,900.0
393,9000000392,1000000392,1,2,2,2,2,680981,680981,682421,PICKUP,-1,DELIVERED,0.0
394,9000000393,1000000393,803,2,3,3,3,466854,466854,468294,PICKUP,-1,DELIVERED,0.0
395,9000000394,1000000394,589,1,-1,-1,2934,1183708,1185148,1189468,Correo Argentino,TRK-O6RMAO5XXY,SHIPPED,900.0
396,9000000395,1000000395,1238,2,3,3,3,572335,572335,573775,PICKUP,-1,DELIVERED,0.0
397,9000000396,1000000396,293,1,-1,-1,1043,678804,680244,684564,Correo Argentino,TRK-VHWB2ASFLX,DELIVERED,1200.0
398,9000000397,1000000397,882,1,-1,-1,496,1146660,1148100,1153860,Correo Argentino,TRK-7RJBN9QB1J,DELIVERED,900.0
399,9000000398,1000000398,913,1,-1,-1,3172,479873,481313,487073,Correo Argentino,TRK-6T7CYX97I9,DELIVERED,1200.0
400,9000000399,1000000399,960,2,2,2,2,751184,751184,752624,PICKUP,-1,DELIVERED,0.0
401,9000000400,1000000400,1084,2,1,1,1,982280,982280,983720,PICKUP,-1,DELIVERED,0.0
402,9000000401,1000000401,1411,2,2,2,2,1131322,1131322,1132762,PICKUP,-1,DELIVERED,0.0
403,9000000402,1000000402,889,1,-1,-1,1351,861260,862700,865580,Correo Argentino,TRK-U9LOL3D7CI,DELIVERED,1200.0
404,9000000403,1000000403,814,1,-1,-1,1075,854250,855690,860010,Correo Argentino,TRK-TC8SJKG4RE,DELIVERED,1200.0
405,9000000404,1000000404,293,1,-1,-1,1501,980870,982310,988070,Correo Argentino,TRK-VOIWATX5JT,DELIVERED,1500.0
406,9000000405,1000000405,1121,1,-1,-1,568,686346,687786,692106,Correo Argentino,TRK-1PHJHDDQEF,DELIVERED,1500.0
407,9000000406,1000000406,696,2,1,1,1,694529,694529,695969,PICKUP,-1,DELIVERED,0.0
408,9000000407,1000000407,331,1,-1,-1,2783,1134230,-1,-1,Correo Argentino,-1,CANCELLED,0.0
409,9000000408,1000000408,106,1,-1,-1,1901,809240,810680,815000,Correo Argentino,TRK-PWVT6U7916,SHIPPED,900.0
410,9000000409,1000000409,918,2,2,2,2,1233210,-1,-1,PICKUP,-1,CANCELLED,0.0
411,9000000410,1000000410,305,1,-1,-1,2334,1168309,1169749,1172629,Correo Argentino,TRK-JP95F9HPKQ,DELIVERED,0.0
412,9000000411,1000000411,381,1,-1,-1,3108,803207,804647,811847,Correo Argentino,TRK-KZVJH5OZYR,SHIPPED,1200.0
413,9000000412,1000000412,176,2,3,3,3,818632,818632,820072,PICKUP,-1,DELIVERED,0.0
414,9000000413,1000000413,1269,2,2,2,2,565434,-1,-1,PICKUP,-1,CANCELLED,0.0
415,9000000414,1000000414,128,1,-1,-1,1304,1069111,1070551,1077751,Correo Argentino,TRK-L4AO4WV7AR,DELIVERED,900.0
416,9000000415,1000000415,424,2,2,2,2,1051455,1051455,1052895,PICKUP,-1,DELIVERED,0.0
417,9000000416,1000000416,7,2,4,4,4,1101778,-1,-1,PICKUP,-1,CANCELLED,0.0
418,9000000417,1000000417,105,2,3,3,3,482318,482318,483758,PICKUP,-1,DELIVERED,0.0
419,9000000418,1000000418,1415,1,-1,-1,984,610211,611651,614531,Correo Argentino,TRK-S1SBDXG97S,DELIVERED,900.0
420,9000000419,1000000419,283,1,-1,-1,941,470574,472014,476334,Correo Argentino,TRK-MN41R7CX7M,DELIVERED,1500.0
421,9000000420,1000000420,1430,2,2,2,2,847237,847237,848677,PICKUP,-1,DELIVERED,0.0
422,9000000421,1000000421,673,1,-1,-1,2831,703565,705005,712205,Correo Argentino,TRK-4VUVA1SI69,DELIVERED,1200.0
423,9000000422,1000000422,1419,1,-1,-1,2928,955920,957360,961680,Correo Argentino,TRK-V7NAQGU5IO,DELIVERED,900.0
424,9000000423,1000000423,39,2,1,1,1,1108854,1108854,1110294,PICKUP,-1,DELIVERED,0.0
425,9000000424,1000000424,189,1,-1,-1,6,626636,628076,635276,Correo Argentino,TRK-KVON3UQ1IK,DELIVERED,1200.0
426,9000000425,1000000425,526,2,2,2,2,1266740,1266740,1268180,PICKUP,-1,DELIVERED,0.0
427,9000000426,1000000426,790,1,-1,-1,874,628053,629493,633813,Correo Argentino,TRK-QS9D3R3040,SHIPPED,0.0
428,9000000427,1000000427,464,1,-1,-1,1238,622924,624364,631564,Correo Argentino,TRK-5YWNFJ9N6N,DELIVERED,0.0
429,9000000428,1000000428,262,1,-1,-1,2189,423877,-1,-1,Correo Argentino,-1,CANCELLED,900.0
430,9000000429,1000000429,1051,2,1,1,1,1026118,1026118,1027558,PICKUP,-1,DELIVERED,0.0
431,9000000430,1000000430,582,1,-1,-1,2752,919628,921068,931148,Correo Argentino,TRK-WXXDW2MVHP,DELIVERED,900.0
432,9000000431,1000000431,3,1,-1,-1,1934,1237154,1238594,1244354,Correo Argentino,TRK-YU4IJ0W80F,DELIVERED,1500.0
433,9000000432,1000000432,678,1,-1,-1,67,380884,382324,385204,Correo Argentino,TRK-8SMQP72T4Y,DELIVERED,1500.0
434,9000000433,1000000433,369,1,-1,-1,1834,892240,893680,898000,Correo Argentino,TRK-6Q73SMQL2T,DELIVERED,1200.0
435,9000000434,1000000434,71,1,-1,-1,1894,500616,502056,509256,Correo Argentino,TRK-IDR6X0ACCH,DELIVERED,1500.0
436,9000000435,1000000435,1251,1,-1,-1,3078,553907,555347,559667,Correo Argentino,TRK-AA0C5HDFUB,DELIVERED,900.0
437,9000000436,1000000436,143,2,4,4,4,682983,682983,684423,PICKUP,-1,DELIVERED,0.0
438,9000000437,1000000437,126,1,-1,-1,73,792873,794313,801513,Correo Argentino,TRK-JWY0TN1QAI,SHIPPED,0.0
439,9000000438,1000000438,945,2,4,4,4,1055690,1055690,1057130,PICKUP,-1,DELIVERED,0.0
440,9000000439,1000000439,592,1,-1,-1,3164,357788,359228,363548,Correo Argentino,TRK-MD4F9HG3SD,DELIVERED,0.0
441,9000000440,1000000440,462,2,2,2,2,787095,787095,788535,PICKUP,-1,DELIVERED,0.0
442,9000000441,1000000441,274,1,-1,-1,627,464563,466003,471763,Correo Argentino,TRK-P0LK5MVLTM,DELIVERED,1500.0
443,9000000442,1000000442,703,2,3,3,3,560538,560538,561978,PICKUP,-1,DELIVERED,0.0
444,9000000443,1000000443,723,2,1,1,1,1040705,-1,-1,PICKUP,-1,CANCELLED,0.0
445,9000000444,1000000444,310,1,-1,-1,69,902320,903760,909520,Correo Argentino,TRK-Z0OX2G8UC7,DELIVERED,1200.0
446,9000000445,1000000445,410,2,2,2,2,647027,647027,648467,PICKUP,-1,DELIVERED,0.0
447,9000000446,1000000446,495,1,-1,-1,1228,677418,678858,683178,Correo Argentino,TRK-P6I5GSE146,DELIVERED,1200.0
